10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
10	1
100	14
100	13
100	13
100	13
100	13
100	12
100	18
100	13
100	13
100	14
100	15
100	14
100	12
100	15
100	14
100	13
100	13
100	13
100	16
100	13
100	13
100	13
100	13
100	16
100	12
1000	171
1000	173
1000	172
1000	184
1000	173
1000	189
1000	183
1000	181
1000	178
1000	179
1000	186
1000	171
1000	214
1000	281
1000	181
1000	173
1000	222
1000	180
1000	176
1000	176
1000	185
1000	174
1000	191
1000	176
1000	173
